ref_id,SATS_score,GCSE_grade,GCE_AS_grade,GCE_A_grade,GCE_A_Maths_grade
1007927,116,6,A,C,C
1002892,105,4,B,A,C
1002291,98,4,B,D,D
1005338,103,7,B,A,C
1005221,93,5,C,C,D
1009190,96,4,C,C,D
1006786,113,6,B,B,C
1007424,112,7,B,A,B
1009820,108,4,B,A,C
1001064,91,4,B,C,D
1006049,102,4,B,C,D
1005127,95,5,D,B,D
1002475,114,7,B,A,B
1008824,100,6,A,A,C
1002413,96,4,C,C,D
1005381,105,6,B,A,C
1002423,100,6,A,C,C
1005346,117,7,A,B,B
1002840,99,2,E,E,E
1000724,94,3,B,C,D
1002729,90,4,C,B,D
1002482,105,5,C,B,C
1008391,101,5,A,C,C
1007562,94,3,D,C,E
1000763,115,6,B,B,C
1003727,110,9,B,B,B
1007834,105,7,A,A,B
1000683,116,6,B,B,C
1000002,110,9,A,A,B
1009311,98,4,D,B,D
1001187,97,3,D,D,E
1000081,112,8,B,C,C
1000993,108,6,C,C,C
1001762,106,4,A,B,C
1008011,98,4,B,B,D
1009617,110,9,B,C,B
1001888,99,4,D,C,D
1006819,104,5,A,A,C
1007345,117,8,A,A,B
1002010,100,5,A,B,C
1005633,92,3,D,C,E
1004304,97,4,D,C,D
1000955,113,7,A,C,C
1009473,107,5,A,C,C
1008208,104,6,B,C,C
1003977,101,5,A,B,C
1005953,109,5,A,B,C
1007988,98,3,B,B,D
1002253,107,5,B,D,D
1005793,99,5,B,C,D
1006546,98,5,C,B,D
1000066,100,6,C,B,C
1001060,102,7,C,B,C
1008674,105,7,A,C,C
1004903,107,7,B,B,C
1005684,90,3,C,B,D
1004086,99,4,B,C,D
1001318,102,4,A,B,C
1000410,117,8,A,C,B
1009524,96,4,C,B,D
1009130,106,4,C,B,C
1000808,117,8,A,B,B
1008492,94,4,B,D,D
1006079,108,5,B,A,C
1007125,99,6,B,C,C
1000113,101,6,B,C,C
1000234,99,5,B,C,D
1005875,99,5,C,B,D
1008115,120,6,B,A,B
1001377,112,7,A,A,B
1000840,114,9,A,A,B
1005511,109,4,B,C,C
1003792,92,3,D,B,D
1009145,108,5,C,B,C
1001225,114,7,A,C,C
1000389,98,5,D,D,D
1005708,113,7,A,A,B
1007838,111,7,B,C,C
1005085,120,9,B,B,B
1003350,102,4,A,A,C
1001411,96,4,B,D,D
1000527,102,6,B,A,C
1009217,116,8,A,A*,A
1000385,90,5,D,C,D
1006024,90,3,B,B,D
1001831,106,7,B,C,C
1002260,101,4,B,C,D
1002601,105,5,C,B,C
1004553,113,7,A,A,B
1001491,101,6,A,C,C
1005058,90,4,D,D,E
1006913,120,9,A,A,A
1008338,97,3,D,D,E
1009813,97,5,C,C,D
1002276,114,9,B,B,B
1004070,102,6,B,C,C
1003073,104,6,A,A,C
1001632,109,6,A,A,B
1000787,114,8,B,C,B
1008358,102,5,C,B,C
1005206,117,6,A,B,B
1007515,90,4,B,C,D
1000293,111,7,A,B,B
1003069,98,4,B,C,D
1000950,116,9,A,B,B
1007780,106,7,C,C,C
1004298,100,6,B,B,C
1008875,110,6,A,A,B
1007602,112,9,A,A,B
1009600,110,6,B,A,B
1003458,97,5,B,B,C
1009038,101,6,A,A,C
1008471,105,7,A,C,C
1004119,105,6,A,B,C
1007367,111,7,A,A,B
1007212,90,3,D,C,E
1001315,108,5,A,C,C
1004621,103,4,B,C,D
1007742,98,4,C,B,D
1004619,99,4,B,D,D
1000918,103,7,C,B,C
1009945,90,4,B,B,D
1003499,99,3,D,C,D
1009270,98,4,B,C,D
1007646,109,6,C,C,C
1003323,99,4,B,C,D
1005269,103,5,A,B,C
1005900,117,9,B,A,B
1006201,113,7,B,C,C
1001125,112,6,B,C,C
1005325,101,5,C,C,D
1006482,109,4,C,B,C
1002273,103,4,A,A,C
1003817,103,5,B,B,C
1009476,108,7,C,B,C
1005292,100,6,A,A*,B
1004099,117,8,A,C,B
1004055,104,5,A,C,C
1004404,110,8,A,B,B
1000399,117,9,B,A,B
1009548,113,7,B,A,B
1000991,94,5,D,C,D
1001414,109,4,A,A,C
1006515,112,8,A,A,B
1003960,112,8,B,A,B
1005713,96,3,B,D,D
1006118,100,4,C,C,D
1007886,113,7,B,B,B
1004354,99,5,D,B,D
1002713,103,4,A,C,D
1002258,118,8,B,A,B
1006943,105,4,A,C,C
1007311,99,4,B,D,D
1005527,98,3,D,C,D
1000488,108,4,B,B,C
1009502,94,3,B,C,D
1003926,103,4,B,C,D
1004931,108,7,C,B,C
1005444,115,6,A,C,C
1002796,110,8,B,B,B
1002984,99,4,C,C,D
1007583,114,9,B,B,B
1004060,103,4,C,B,D
1006625,95,3,C,D,E
1005978,104,7,C,B,C
1002265,117,7,A,A,B
1006128,106,5,A,B,C
1005965,105,7,C,A,C
1000504,118,6,A,B,B
1009165,94,4,C,C,D
1006126,95,5,B,C,D
1006035,92,3,B,D,E
1006970,108,5,A,A,C
1005064,106,6,C,B,C
1002613,117,9,A,B,B
1007945,107,6,A,B,C
1006507,102,4,A,C,D
1002809,105,4,B,B,C
1007190,106,4,C,B,C
1003681,92,5,D,B,D
1006010,120,6,A,A,B
1007073,109,5,C,B,C
1006742,107,6,B,A,C
1007002,110,7,A,A,B
1007308,111,8,B,C,C
1009091,104,5,A,C,C
1009917,100,4,A,A,C
1005055,110,8,B,C,C
1007374,108,5,C,A,C
1008950,99,4,C,C,D
1001373,116,7,A,A,B
1006681,107,7,A,A,B
1003004,111,8,A,C,B
1000718,116,6,B,B,C
1004436,105,7,A,A,B
1007975,108,5,C,A,C
1004388,111,7,A,A,B
1004882,99,3,D,D,E
1000911,105,6,B,B,C
1000095,106,7,B,B,C
1004477,97,5,D,D,D
1005676,120,6,B,B,B
1002856,94,4,B,D,D
1005821,95,4,C,C,D
1005048,116,6,A,C,C
1009128,111,6,A,A,B
1006184,97,5,D,D,D
1007797,110,6,A,B,C
1000735,117,9,A,B,B
1007320,105,6,C,B,C
1005462,120,7,A,A,B
1007229,91,5,D,D,E
1004483,111,7,A,B,B
1001915,114,7,A,B,B
1000468,112,7,B,C,C
1008459,103,6,C,C,C
1005968,103,4,A,B,C
1001074,109,7,C,C,C
1003070,112,8,B,B,B
1003024,110,9,A,B,B
1009378,113,6,B,B,C
1007775,97,4,C,B,D
1005652,103,6,A,A,C
1006102,97,5,D,D,D
1004332,102,6,C,A,C
1006134,113,6,B,B,C
1006000,106,6,C,C,C
1004835,120,7,B,B,B
1004840,107,4,B,B,C
1009356,105,7,A,A,B
1000508,106,4,A,A,C
1000791,100,7,A,C,C
1008533,105,4,A,A,C
1005065,114,6,B,B,C
1008033,106,5,B,A,C
1002826,99,5,C,B,D
1002175,98,5,D,D,D
1002138,101,6,B,C,C
1008230,106,7,A,C,C
1000030,115,6,B,B,C
1000349,94,4,B,C,D
1008535,102,6,A,C,C
1000162,106,4,B,A,C
1007445,90,3,U,U,U
1007912,98,3,C,B,D
1002015,100,7,A,A,B
1004691,99,3,C,C,D
1009006,107,4,B,B,C
1009874,104,6,C,C,C
1007097,101,4,C,A,C
1002190,108,7,B,B,C
1007439,119,8,A,C,B
1000239,118,8,A,A,B
1006006,90,3,D,D,E
1005513,110,9,A,C,B
1002000,104,6,B,B,C
1008534,106,7,A,B,C
1007279,102,4,C,C,D
1002699,106,4,B,A,C
1007897,106,5,A,A,C
1005209,100,5,A,B,C
1009059,98,4,C,D,D
1007412,101,5,C,A,C
1009891,107,7,C,B,C
1007030,110,9,A,B,B
1005062,112,8,B,A,B
1003860,101,4,C,B,D
1009969,107,6,A,C,C
1009698,113,7,B,C,C
1006081,114,6,A,A,B
1006230,105,7,A,B,C
1001232,103,6,C,A,C
1005636,107,6,B,C,C
1007815,96,5,D,C,D
1000751,103,4,A,A,C
1005422,111,7,A,B,B
1007046,110,9,B,C,B
1007306,103,4,C,B,D
1003189,107,5,B,B,C
1003161,98,3,C,C,D
1004750,111,9,B,A,B
1008572,104,4,C,B,D
1007992,103,6,C,A,C
1001750,102,6,A,B,C
1001126,104,4,C,B,D
1007740,101,7,B,B,C
1003380,110,9,B,A,B
1003674,102,4,C,A,C
1007471,118,8,A,B,B
1002448,117,8,B,C,B
1004001,98,4,C,D,D
1003186,106,6,A,C,C
1001474,100,6,A,C,C
1008952,102,4,B,C,D
1000790,120,8,A,A*,A
1002816,103,4,A,C,D
1004022,108,4,A,B,C
1009895,109,7,C,B,C
1000979,97,5,B,D,D
1004134,98,5,D,D,D
1007591,95,3,D,D,E
1002479,98,5,D,C,D
1003256,90,3,D,D,E
1006775,109,6,B,B,C
1004779,120,9,A,B,B
1007378,106,6,A,C,C
1000167,94,5,C,C,D
1002389,100,6,A,B,C
1007066,101,5,B,B,C
1007690,97,4,B,B,D
1009943,112,6,B,C,C
1000783,111,8,B,C,C
1000768,96,5,C,B,D
1000608,111,8,A,B,B
1001121,117,6,A,A,B
1002077,120,9,B,B,B
1009383,120,9,B,C,B
1005255,98,4,B,D,D
1008014,120,6,B,C,C
1002206,102,5,C,B,C
1006250,100,5,B,A,C
1002275,108,3,B,B,C
1009727,100,5,A,C,C
1002830,108,6,A,B,C
1001350,94,4,B,C,D
1007340,103,7,A,C,C
1004233,115,6,A,C,C
1002322,105,4,A,B,C
1002444,106,4,B,B,C
1008007,109,5,C,B,C
1008638,114,7,B,A,B
1000792,92,4,C,D,E
1007397,110,9,B,A,B
1008244,103,4,A,A,C
1004858,106,4,B,B,C
1000617,113,4,C,E,D
1002176,95,4,B,D,D
1005341,97,3,D,C,D
1009072,90,4,C,C,D
1003852,101,4,B,B,C
1001970,116,7,A,B,B
1008423,104,7,C,C,C
1009710,94,4,C,D,D
1008192,101,4,C,C,D
1000932,93,3,C,C,D
1007579,96,3,C,D,E
1000666,108,2,E,D,E
1004857,96,4,C,C,D
1002888,114,8,B,C,B
1004039,104,5,B,A,C
1004673,106,4,C,B,C
1005702,103,5,A,C,C
1005302,111,8,B,B,B
1000187,111,8,A,B,B
1002744,108,7,C,C,C
1004223,110,8,A,C,C
1009651,103,4,A,A,C
1006539,109,5,A,C,C
1000065,102,5,B,B,C
1009156,105,7,C,A,C
1004046,103,7,A,A*,B
1003588,101,5,A,A,C
1007210,99,5,D,C,D
1001774,109,7,B,B,C
1006333,115,5,C,D,D
1002664,114,7,B,C,C
1005651,95,3,D,D,E
1000049,115,9,B,C,B
1004949,102,6,C,B,C
1003245,110,6,B,B,C
1001279,98,5,D,D,D
1005034,106,5,A,B,C
1008547,108,4,A,C,C
1008039,93,4,D,C,D
1002334,110,7,B,B,C
1008817,116,8,A,A,B
1006104,104,6,A,A,C
1008844,116,7,A,A,B
1008155,103,5,A,B,C
1006138,112,8,B,C,C
1003712,90,5,C,B,D
1005218,120,7,B,A,B
1004772,117,7,A,A,B
1005670,103,4,C,C,D
1008630,90,3,D,C,E
1004685,107,4,B,C,D
1006034,93,4,D,D,E
1001602,109,7,B,B,C
1002710,108,6,C,C,C
1003219,97,4,C,D,D
1001403,114,6,A,B,B
1006165,111,6,A,B,C
1002911,113,6,B,B,C
1000496,105,6,B,A,C
1000033,94,4,B,B,D
1008792,113,7,A,A,B
1005273,103,4,C,C,D
1003867,94,5,C,B,D
1008747,116,9,A,B,B
1000447,120,8,A,A,B
1002013,105,6,C,A,C
1007549,120,9,A,C,B
1001405,106,5,B,C,C
1007787,102,6,B,A,C
1006151,100,6,A,B,C
1003519,118,7,B,C,C
1006512,99,1,U,D,E
1001926,111,9,B,B,B
1005303,101,4,C,A,C
1006524,101,3,D,E,E
1008139,113,9,A,B,B
1008122,102,5,B,B,C
1006308,102,6,C,A,C
1005872,114,7,B,B,B
1001540,118,6,A,C,C
1006362,110,8,B,A,B
1007238,100,5,C,A,C
1008906,101,6,C,B,C
1004600,106,6,B,B,C
1003306,108,5,A,A,C
1001574,97,3,D,C,D
1005794,111,8,A,C,B
1005232,106,5,B,A,C
1007490,91,4,C,B,D
1009885,98,3,U,D,E
1009619,101,5,C,C,D
1001205,104,7,C,C,C
1005703,120,9,A,B,B
1004291,107,5,B,C,C
1002861,98,4,D,B,D
1008700,107,5,A,A,C
1008321,102,5,C,A,C
1000340,108,5,A,A,C
1003897,110,7,A,A,B
1001197,115,6,B,A,B
1001392,105,6,B,C,C
1009256,118,8,A,C,B
1001063,112,8,A,B,B
1004072,99,3,D,B,D
1008104,120,8,C,B,B
1009603,108,4,B,B,C
1006584,98,3,C,D,E
1002810,118,9,A,A,A
1001553,120,6,A,C,C
1006315,105,4,C,C,D
1006276,101,5,A,B,C
1004799,104,5,A,B,C
1002547,111,9,B,A,B
1007344,115,6,A,A,B
1001896,110,7,A,B,B
1003002,106,6,C,A,C
1003993,117,6,B,A,B
1001386,102,4,C,B,D
1001192,113,8,A,B,B
1002986,103,4,C,B,D
1009412,108,4,A,C,C
1004185,104,4,A,C,D
1006769,105,5,B,B,C
1001917,102,7,C,C,C
1009175,116,6,A,C,C
1004532,99,5,D,C,D
1008601,99,5,B,C,D
1003305,120,8,B,A,B
1000354,113,9,B,A,B
1001983,90,3,C,C,E
1009461,100,7,C,C,C
1003119,91,4,C,D,E
1003641,97,3,B,D,D
1003268,90,3,B,B,D
1000944,104,4,C,D,D
1003735,96,5,B,C,D
1001440,105,5,C,A,C
1000047,92,4,D,D,E
1005120,106,4,B,B,C
1003567,102,6,A,A,C
1008546,117,9,B,A,B
1003250,116,8,B,C,B
1003619,111,6,B,B,C
1000823,102,6,A,C,C
1003605,120,7,B,B,B
1001080,93,3,B,C,D
1003905,94,3,B,D,E
1005541,104,7,C,C,C
1006116,120,8,A,C,B
1005553,103,7,A,C,C
1003655,104,5,C,A,C
1001329,93,3,D,C,E
1006168,113,8,A,B,B
1002707,113,8,B,C,C
1004104,111,9,B,C,B
1008721,100,5,B,B,C
1009454,99,4,B,D,D
1004458,95,3,D,B,D
1001042,106,7,A,B,C
1009806,96,3,D,B,D
1002102,96,3,B,C,D
1005510,102,7,A,C,C
1002244,101,6,A,B,C
1001989,101,7,C,C,C
1003173,109,5,A,A,C
1008645,106,4,A,B,C
1001036,103,4,A,B,C
1006789,106,5,C,C,D
1008510,97,5,B,B,C
1001526,106,5,B,A,C
1008959,106,7,C,B,C
1002158,93,4,B,D,D
1005082,113,7,B,B,B
1000984,98,3,D,C,D
1009519,106,4,B,B,C
1004043,114,9,B,B,B
1003362,112,9,B,B,B
1003576,105,4,B,B,C
1005758,102,6,B,B,C
1004468,113,6,B,C,C
1009846,110,9,A,C,B
1007919,100,7,A,A,B
1008297,99,3,D,D,E
1002237,90,3,C,D,E
1008555,106,5,C,A,C
1008724,104,6,C,A,C
1001372,114,8,B,A,B
1005465,108,5,B,B,C
1009956,116,7,A,C,B
1002824,99,5,B,D,D
1003371,114,6,A,B,B
1006613,101,6,C,A,C
1000364,111,6,A,B,C
1005654,93,5,B,D,D
1006345,107,6,B,A,C
1005154,90,5,A,A,C
1004141,103,4,C,B,D
1001617,109,4,C,A,C
1007889,101,4,A,B,C
1009062,97,4,C,C,D
1001389,112,6,B,A,B
1001531,104,6,A,C,C
1004752,101,5,C,E,D
1009257,105,8,A,B,B
1000994,120,5,D,E,D
1002653,114,6,D,D,D
1004713,114,6,C,E,D
1009291,108,6,B,B,C
1000201,106,6,B,A,C
1008623,90,4,B,B,D
1008061,100,4,C,A,C
1007080,101,4,C,B,D
1006166,90,3,C,D,E
1008428,96,3,B,D,D
1007361,90,4,C,C,D
1008055,105,6,C,A,C
1000874,112,5,B,D,C
1004854,114,9,A,B,B
1003942,108,5,B,A,C
1005392,97,3,D,B,D
1007986,90,4,C,D,E
1009906,91,3,D,C,E
1007147,95,3,C,C,D
1009887,98,4,B,B,D
1005712,104,4,B,C,D
1008837,97,4,D,D,E
1001280,108,7,A,A,B
1001481,103,6,A,B,C
1008938,105,7,C,C,C
1004200,114,7,A,C,C
1003850,96,5,B,B,C
1003584,108,4,D,C,D
1005489,105,4,A,A,C
1006390,102,6,C,A,C
1001490,112,6,A,A,B
1006566,112,5,C,E,D
1006641,97,4,D,D,E
1003959,104,5,C,C,D
1006375,107,4,B,C,D
1001788,103,6,B,B,C
1004598,110,6,A,A,B
1003592,107,7,B,B,C
1001109,120,7,B,A,B
1009496,93,5,B,C,D
1008288,104,7,A,C,C
1003399,98,4,D,C,D
1000922,110,6,A,C,C
1000709,92,5,C,C,D
1004053,108,7,C,C,C
1000675,100,7,C,B,C
1006097,99,3,B,D,D
1003145,93,3,D,B,D
1007564,101,4,C,B,D
1005678,114,7,A,C,C
1002264,105,7,B,C,C
1007744,110,9,B,A,B
1004847,118,6,A,B,B
1003743,107,5,B,C,C
1001899,101,6,A,C,C
1003878,109,5,A,A,C
1009605,101,4,B,A,C
1003754,101,7,C,A,C
1007404,93,5,C,C,D
1005477,112,8,A,B,B
1003602,102,7,A,A,B
1005683,106,6,C,B,C
1001242,97,4,B,C,D
1007045,108,6,B,B,C
1008780,99,5,C,B,D
1009971,104,4,A,B,C
1009562,112,9,B,C,B
1008807,111,9,B,C,B
1006782,105,7,A,B,C
1003328,91,5,D,B,D
1000728,120,8,A,A,B
1002922,119,7,B,C,C
1004409,111,9,B,A,B
1008842,99,1,U,U,U
1003555,104,6,C,A,C
1002506,101,7,C,C,C
1003530,115,9,B,B,B
1002020,107,7,A,B,C
1009393,99,5,C,C,D
1009120,101,7,B,A,C
1003758,114,8,B,B,B
1000566,118,7,B,A,B
1003267,117,9,B,C,B
1000627,111,9,B,C,B
1002754,103,4,A,B,C
1005785,90,4,B,B,D
1007926,107,6,C,C,C
1007133,105,4,A,A,C
1000216,106,5,A,C,C
1001450,105,5,A,B,C
1004795,94,4,B,D,D
1004093,109,4,B,A,C
1008703,110,8,B,A,B
1008503,110,8,A,A,B
1000022,113,8,B,C,C
1007653,110,6,A,C,C
1000740,102,7,C,C,C
1006222,104,4,B,A,C
1003513,106,6,A,B,C
1002553,106,7,C,B,C
1003558,113,9,A,B,B
1007510,110,9,B,C,B
1001051,120,8,A,B,B
1009993,120,8,B,A,B
1007155,106,4,A,C,C
1002552,90,3,B,C,D
1007274,115,7,B,C,C
1000200,101,4,B,C,D
1006522,99,3,C,B,D
1000350,102,5,A,A,C
1006687,101,4,C,A,C
1006593,110,6,B,C,C
1004465,93,4,B,B,D
1005171,96,3,C,D,E
1006744,108,5,C,A,C
1008091,110,7,A,B,B
1003088,110,6,A,C,C
1005530,99,4,D,D,D
1005866,97,3,B,C,D
1008850,101,6,A,A,C
1008678,107,6,B,B,C
1007680,117,8,A,B,B
1004668,90,1,E,D,U
1008260,103,5,A,B,C
1005822,94,5,C,C,D
1005335,92,4,B,D,D
1003128,113,8,A,A,B
1004438,109,7,B,B,C
1005080,109,9,A,A*,A
1001967,112,7,A,C,C
1007034,101,6,C,A,C
1009623,102,5,A,A,C
1004581,120,8,B,B,B
1007109,103,7,C,A,C
1009047,111,7,A,B,B
1009090,105,5,A,C,C
1000870,90,4,D,D,E
1008046,90,3,C,C,E
1008456,100,5,C,B,C
1009678,113,7,B,B,B
1004768,111,8,A,A,B
1005568,112,8,B,C,C
1006797,97,4,B,B,D
1006846,118,7,B,A,B
1003261,97,4,C,B,D
1003937,107,6,B,B,C
1007090,105,6,A,A,B
1004974,104,6,C,B,C
1007156,116,8,A,A,B
1005752,99,3,C,D,E
1005149,94,2,U,D,E
1005727,105,6,C,A,C
1001933,102,7,C,C,C
1004767,120,7,B,B,B
1001488,110,6,A,B,C
1000958,102,5,A,B,C
1002472,97,4,D,C,D
1004626,90,5,D,C,D
1007091,97,3,D,D,E
1003066,106,4,C,B,C
1005348,116,6,B,A,B
1001479,114,8,B,B,B
1007864,107,6,A,C,C
1007539,102,5,B,A,C
1004117,107,6,A,A,B
1001344,101,6,C,C,D
1009398,119,6,B,C,C
1009854,103,6,B,B,C
1008400,104,7,C,B,C
1009300,90,4,C,D,E
1006422,103,5,C,A,C
1006238,112,8,B,C,C
1009729,96,4,B,C,D
1009828,99,5,C,C,D
1008419,111,8,A,A,B
1007472,93,3,C,B,D
1007012,113,8,A,B,B
1005187,101,6,B,B,C
1008320,102,4,C,C,D
1009482,96,4,C,B,D
1000466,108,4,C,A,C
1006326,120,6,B,C,C
1006372,111,8,B,B,B
1003376,98,3,C,D,E
1001484,114,7,B,B,B
1000136,102,7,B,C,C
1007526,116,8,B,A,B
1002092,111,9,B,A,B
1007605,90,5,B,B,D
1009470,97,3,C,C,D
1005503,113,6,A,C,C
1004675,106,4,A,A,C
1005680,97,4,D,C,D
1000407,100,5,A,A,C
1006030,90,4,B,B,D
1005809,104,6,B,B,C
1008847,120,7,B,B,B
1008498,111,8,A,C,B
1004376,120,8,A,B,B
1001402,112,7,A,A,B
1007655,113,7,B,A,B
1005848,120,7,B,B,B
1003474,108,7,B,A,B
1000306,104,5,B,A,C
1009526,113,7,A,A,B
1009445,117,7,D,E,C
1009337,101,4,C,C,D
1008588,99,3,B,B,D
1003536,106,6,B,C,C
1008965,112,6,B,B,C
1000231,111,7,B,C,C
1007047,94,4,D,C,D
1001260,120,6,A,C,C
1004345,100,4,C,A,C
1001882,103,4,C,B,D
1007561,98,4,B,C,D
1009489,120,9,A,C,B
1001073,107,6,A,A,B
1002302,98,3,D,C,D
1000580,112,7,A,A,B
1000789,111,6,A,C,C
1001711,103,7,A,C,C
1003303,112,6,A,A,B
1003652,98,4,D,D,D
1009344,101,6,C,C,D
1000974,90,3,B,D,E
1005015,94,7,A,B,C
1005554,119,8,B,C,B
1001340,118,8,A,B,B
1000857,106,5,B,A,C
1000061,118,8,A,B,B
1008187,104,5,B,B,C
1003215,103,6,B,B,C
1005163,105,4,A,B,C
1007658,104,7,A,C,C
1002344,103,4,B,B,C
1002965,114,9,A,B,B
1001277,106,7,C,A,C
1009966,111,7,B,B,C
1009983,113,8,B,D,C
1004045,108,5,B,B,C
1009353,97,3,B,D,D
1009095,94,4,C,C,D
1003314,106,6,A,B,C
1003638,104,5,A,C,C
1009863,106,3,B,B,C
1008131,105,7,B,A,B
1008283,120,9,B,B,B
1005340,94,5,C,D,D
1006031,90,3,D,C,E
1006198,108,4,C,B,C
1000590,102,5,C,C,D
1008281,108,4,A,B,C
1004068,110,7,A,B,B
1008556,115,7,B,B,B
1000199,93,5,B,D,D
1001572,101,4,B,C,D
1001946,108,4,C,A,C
1005126,111,7,B,B,C
1008060,120,7,A,A,B
1006154,113,9,A,B,B
1003148,105,7,B,C,C
1004050,98,3,B,C,D
1004305,100,7,A,B,C
1004880,100,7,A,B,C
1002577,110,6,B,C,C
1006866,107,5,A,C,C
1004358,94,3,D,C,E
1003150,102,7,A,C,C
1006312,112,7,A,B,B
1004383,108,5,A,B,C
1009838,110,9,A,A,B
1004193,108,6,B,B,C
1005249,118,6,B,A,B
1009224,107,7,C,B,C
1002800,102,7,B,B,C
1003892,98,4,D,B,D
1009662,107,6,B,C,C
1006070,90,4,C,D,E
1009656,104,4,A,A,C
1004062,103,5,B,A,C
1008602,94,3,C,C,D
1003372,98,3,C,D,E
1007559,111,8,A,A,B
1002668,107,6,A,A,B
1005926,106,5,A,B,C
1002191,107,5,C,B,C
1000816,106,5,A,A,C
1000642,115,6,B,B,C
1003827,106,4,A,A,C
1007552,93,5,C,C,D
1004466,118,9,B,A,B
1008210,108,5,B,C,C
1004956,100,6,A,C,C
1008707,95,3,D,D,E
1003488,108,6,A,C,C
1000265,104,5,B,A,C
1003154,118,8,B,B,B
1000647,102,7,A,B,C
1005411,98,3,B,B,D
1002228,112,5,C,C,C
1000289,112,9,A,B,B
1002587,106,7,B,C,C
1005128,110,7,B,C,C
1006146,105,6,C,C,C
1006549,107,5,B,A,C
1003985,114,7,B,B,B
1007976,110,8,B,A,B
1000403,104,7,B,C,C
1009294,116,8,A,B,B
1005931,90,5,D,B,D
1006614,120,7,B,B,B
1006325,91,3,B,D,E
1007153,100,7,A,B,C
1005815,105,4,B,A,C
1008227,104,5,A,C,C
1005403,113,7,A,A,B
1009495,97,5,B,D,D
1008706,107,7,B,A,B
1000050,100,6,B,C,C
1004077,107,5,A,B,C
1009511,104,6,A,B,C
1008862,106,7,B,C,C
1008377,101,6,A,A,C
1002651,101,6,A,B,C
1002500,107,6,B,C,C
1001944,113,8,B,B,B
1005606,100,7,B,C,C
1009517,98,5,C,C,D
1003151,110,7,A,B,B
1007507,105,7,B,C,C
1009131,112,8,A,A,B
1008841,98,5,B,D,D
1000111,91,3,B,C,D
1006336,101,6,B,B,C
1005749,99,3,C,D,E
1005387,104,6,C,B,C
1006363,100,7,B,B,C
1000676,111,7,C,B,C
1002818,103,4,A,A,C
1003445,106,5,A,A,C
1007892,106,4,A,B,C
1001582,107,6,C,C,C
1008616,105,7,A,A,B
1009124,109,4,B,A,C
1008514,99,4,C,B,D
1007162,116,7,B,B,B
1007081,103,4,A,B,C
1008609,95,3,D,B,D
1002280,107,5,C,C,D
1009789,98,5,C,C,D
1007955,110,6,A,B,C
1001039,120,7,A,B,B
1004731,99,4,C,C,D
1007885,108,4,C,B,C
1002262,91,4,B,D,D
1000779,109,6,C,A,C
1005837,98,5,B,D,D
1009815,100,7,C,B,C
1007816,96,3,D,D,E
1003808,111,9,B,B,B
1005177,113,9,A,B,B
1009770,105,7,C,A,C
1008412,98,5,D,C,D
1005942,118,9,B,B,B
1009042,99,4,B,D,D
1006119,90,4,B,C,D
1004347,109,7,A,C,C
1005548,96,3,D,C,D
1005074,113,6,B,C,C
1005999,102,4,A,A,C
1003001,110,7,B,A,B
1009143,116,8,A,A,B
1003449,95,5,D,C,D
1006139,100,6,A,B,C
1009961,104,6,A,B,C
1006906,117,9,B,C,B
1002936,100,5,C,C,D
1002381,100,4,C,A,C
1008911,109,5,C,C,C
1004921,100,5,A,C,C
1004175,106,4,A,B,C
1002466,93,3,D,C,E
1000281,120,9,A,A,A
1007759,94,4,D,B,D
1008000,102,6,A,B,C
1008621,105,5,B,C,C
1004683,120,7,B,C,B
1005899,94,3,D,B,D
1001218,120,7,B,B,B
1005467,111,9,B,C,B
1002595,108,6,B,C,C
1001694,97,5,B,C,D
1007237,110,7,A,C,C
1007353,99,5,C,B,D
1000852,115,6,A,C,C
1003190,97,4,D,B,D
1009897,104,7,A,C,C
1000682,101,4,C,A,C
1004136,97,3,C,C,D
1000188,111,8,B,C,C
1000067,109,4,B,B,C
1004881,115,7,A,B,B
1008226,91,5,B,D,D
1008151,114,6,A,C,C
1000266,120,8,B,C,B
1001084,101,5,A,C,C
1001364,120,7,B,B,B
1008752,103,5,A,A,C
1002351,94,3,D,C,E
1002064,103,6,B,B,C
1009595,113,7,A,B,B
1006086,98,4,D,B,D
1004912,100,6,B,B,C
1003835,110,7,B,A,B
1008418,105,5,A,B,C
1009705,110,7,A,C,C
1000814,107,6,A,A,B
1001938,109,7,B,C,C
1008119,102,5,B,B,C
1009191,107,7,C,B,C
1000358,98,4,D,C,D
1002582,115,7,B,C,C
1005121,100,7,A,B,C
1004873,114,6,B,B,C
1004963,103,6,B,C,C
1001416,107,4,B,B,C
1004159,101,5,B,A,C
1002702,97,5,B,B,C
1008331,91,3,D,B,D
1001883,97,4,D,C,D
1000901,102,6,C,C,D
1008681,107,4,C,A,C
1008262,113,6,B,C,C
1000538,101,6,A,B,C
1006574,98,5,C,D,D
1009638,93,4,B,C,D
1000934,109,4,B,A,C
1000847,116,8,A,C,B
1005045,115,6,A,C,C
1004749,111,8,A,B,B
1005783,110,7,A,B,B
1004496,119,6,A,B,B
1001543,108,5,A,A,C
1007588,110,6,A,A,B
1004085,102,6,C,C,D
1009674,94,4,C,D,D
1009292,100,5,B,B,C
1000072,105,4,A,A,C
1007193,105,4,C,B,C
1007282,120,6,B,C,C
1002115,106,4,B,B,C
1007347,114,6,B,A,B
1009140,102,7,A,C,C
1009615,103,6,A,B,C
1002317,94,4,C,B,D
1006209,99,3,C,B,D
