Ref_ID,SATS,GCSE,GCE_AS,GCE_A_level
99475171,103,4,B,B
98721222,120,3,A*,B
93011712,82,3,U,D
88185814,106,4,D,B
88638864,120,2,A*,A
55995229,100,2,U,C
80101664,102,3,B,D
81082634,107,5,D,D
77555496,98,1,C,E
97024407,101,1,D,D
83909715,101,1,D,C
64979450,98,4,D,E
80893723,116,6,B,B
21412272,109,2,B,B
56705808,107,3,C,D
45689713,112,2,D,A*
50211394,101,2,D,C
24383673,96,3,C,E
67057371,98,2,D,E
32479042,104,3,B,B
65526684,93,1,D,U
14078259,99,2,E,D
25422357,99,4,D,C
27354453,120,6,B,C
69379367,80,2,U,D
39206499,102,4,B,C
67964598,120,8,A*,C
81664214,105,4,B,D
13326670,112,5,C,A
71412020,105,3,C,B
95015045,97,3,C,D
87300398,82,2,D,D
92919852,106,2,D,B
52561657,96,1,E,U
98762428,96,3,U,D
52441392,99,3,E,D
98628584,120,8,B,A
93934595,120,6,U,C
13059843,106,5,B,B
89609030,99,2,D,D
66216398,92,2,D,E
95212223,109,1,D,B
67200026,120,6,B,A
92936802,102,3,C,C
76343627,80,2,U,U
68469344,111,5,C,A
76949669,114,7,A,A
14318957,88,1,U,E
82010013,106,4,D,D
16803832,109,5,B,B
27447690,103,2,C,B
83000688,96,4,C,D
16023430,114,2,A,B
77995844,100,3,C,B
39558265,89,3,D,D
51037568,84,1,D,U
55500493,117,2,A*,A
72764068,110,5,A,B
36903102,105,5,B,C
93335548,100,4,D,B
78573911,99,3,D,U
75993799,93,4,U,U
57601123,100,2,B,B
49461726,83,1,A,B
72361478,97,4,U,U
41445615,101,2,B,C
12551533,110,2,C,C
98762504,104,5,A,A*
16897937,112,5,B,A
52298583,117,4,B,B
39110398,115,5,A,C
29271625,109,4,C,C
30809685,104,3,B,C
91135579,94,2,E,U
43791463,111,3,B,B
81392176,120,8,A,B
99874144,107,4,C,C
78637571,120,4,B,B
79641228,89,2,E,E
49364225,92,2,D,C
92258285,113,3,U,B
79178935,107,2,D,C
95693526,117,7,A*,C
22850974,104,3,D,B
40101146,95,6,E,D
85791217,102,2,C,C
27030919,89,3,D,U
61397070,93,7,D,A
39514906,114,1,U,D
28687258,113,5,C,C
63756452,108,3,B,D
33806328,87,7,C,B
79322750,100,2,D,C
52015635,92,3,E,D
13400603,116,7,A*,B
82547998,98,1,E,D
74070779,93,2,E,U
34384672,104,5,B,B
96129813,98,4,D,C
32196294,119,6,B,A
27368194,97,1,U,D
80178179,90,4,D,C
75489165,82,1,U,D
84041351,104,3,D,C
43210169,98,1,E,D
60833066,90,4,E,E
95808133,116,4,B,A
92902471,111,6,C,C
87496276,104,2,B,B
14022200,118,3,B,C
32950367,111,5,C,A
78601184,96,1,C,A*
51378138,94,2,E,E
24226019,112,5,B,A
87096005,108,5,B,B
20616619,106,4,D,A*
54126652,96,1,D,D
89102108,110,5,B,B
66936890,96,3,E,D
69832540,103,1,B,D
75482367,118,8,A*,A
71731431,97,2,E,C
70296073,88,1,D,U
92282234,93,2,C,E
78376983,114,5,C,A
13331260,107,1,D,C
82228397,103,2,B,D
33119045,99,4,D,C
33566236,109,3,D,B
43930011,96,4,U,E
97785528,107,4,B,C
98499456,97,2,E,E
73282807,95,3,E,D
70010364,98,4,U,D
68121536,100,4,B,C
23682518,104,5,D,D
29855291,106,5,D,C
45725952,80,2,D,U
55586581,96,1,U,C
86237144,100,3,C,C
75059205,119,3,A,B
12529293,93,2,D,C
70674751,106,4,C,B
10852973,119,8,B,B
65526060,91,2,E,E
83180647,108,6,D,A
34158543,96,2,E,D
57116306,99,1,U,E
79055273,96,2,U,E
29706357,97,2,E,U
40848530,120,8,B,B
82851523,112,3,C,B
25264874,115,8,B,D
47025595,109,1,C,B
13768466,88,1,E,U
51850531,108,3,D,C
61237873,115,1,B,A
34188723,95,1,C,C
28915811,114,3,C,A
34721800,111,6,B,B
38000259,120,5,A*,A
48341674,100,3,D,D
98425320,93,1,D,U
56822836,100,2,C,C
84810281,118,3,A,C
48567133,86,2,U,D
17381415,83,3,U,D
27891685,105,3,B,B
82671215,100,3,C,C
16301611,104,4,C,B
87860010,113,6,B,B
67851274,98,1,C,E
87002115,85,1,E,E
23651445,120,9,B,C
34685793,94,1,U,D
75779960,93,1,D,U
89083872,115,7,B,C
40150890,100,2,D,C
41020222,103,5,B,A*
29468800,109,3,D,C
46793506,115,9,A,C
45379435,101,2,D,D
62735010,119,4,B,A
93905623,83,8,D,C
29833788,112,1,A,B
39525002,96,1,D,U
25000578,118,1,D,B
83996652,105,2,D,D
29110651,97,2,C,U
49742323,111,7,C,A
26578786,113,2,A,C
74571225,110,1,B,C
75406156,94,1,D,C
79176099,99,1,D,C
41685467,104,3,C,D
67064780,104,2,D,B
23097506,111,2,C,C
86494321,84,1,D,U
58556742,107,5,D,D
30546184,101,2,B,C
21903300,96,5,B,D
68295831,97,1,E,D
94387087,102,4,B,D
59899404,80,3,E,E
25523632,97,4,U,E
15819702,95,3,D,D
16894482,109,2,C,C
37533803,96,4,D,U
15308616,102,5,B,D
17193948,119,2,A,B
73058016,114,7,C,A
43538146,113,3,B,B
57224246,99,4,E,C
63380809,109,5,B,B
68139382,102,3,C,C
51635802,102,4,B,D
61145702,108,3,B,D
21296101,98,2,E,U
45476541,119,7,A,C
23279945,102,3,D,C
45246499,110,6,C,A
92411153,119,5,B,A
42590439,114,3,A,B
66378093,90,1,D,U
51727985,108,1,D,D
89202516,113,7,B,C
48881723,113,2,C,A
75887098,93,2,D,U
18030206,97,1,U,C
10791976,114,6,A,B
45412326,96,4,C,D
67520767,101,1,C,B
84178102,120,5,B,A
71465367,104,2,D,D
84283048,97,3,E,E
46985664,95,2,C,C
88911290,107,5,D,B
27378892,91,2,E,U
47867266,102,1,C,B
65657670,107,3,C,C
26130800,117,6,D,B
75256483,111,1,A,B
21229363,97,1,C,E
12683515,116,5,A,A
31694345,101,4,C,C
49909746,92,3,E,E
93024650,102,1,D,D
66634188,118,1,U,E
28879463,106,4,B,B
28861573,104,2,D,C
83452932,120,3,A*,A
36001368,90,1,C,E
89555053,91,3,D,C
12465642,88,3,D,D
41898004,108,7,D,C
71672335,106,4,B,B
97676624,119,2,B,B
63986747,106,2,B,D
29062817,100,6,D,A*
66508676,104,1,D,B
78714949,105,4,D,D
48981096,87,1,E,D
93973910,120,8,A,A
60560736,109,2,C,D
35264448,106,2,B,B
58169652,110,4,A,A
61579281,111,7,A,B
82287048,103,2,D,B
66667431,98,6,B,D
43344415,110,6,A,B
56482543,108,1,C,D
65684526,96,3,C,D
30232737,118,1,B,C
48384522,107,1,C,D
82765082,111,7,A,B
19413822,118,6,B,B
49153348,104,2,D,D
87615618,107,5,B,D
16547969,112,2,B,C
52189723,97,2,D,C
66380208,105,3,C,C
22863607,105,3,C,B
54046586,94,4,D,U
37018324,120,8,B,B
71949863,90,2,D,E
29781258,91,2,U,D
22867935,117,2,B,C
57219224,111,1,B,B
34528752,94,4,E,U
84725223,110,3,A,B
79764675,119,6,A*,A
94062724,104,5,D,B
98307378,120,8,A,B
27133009,87,1,E,U
87240340,111,1,B,A*
23533144,116,8,B,B
18894763,113,5,A,C
91114293,102,3,B,D
15027917,101,5,C,D
41448118,108,3,C,B
92115971,112,4,C,A
95620224,110,1,B,A
93634003,114,4,A,B
35518190,94,1,E,E
52105735,102,2,B,B
76609282,95,2,C,U
96131928,100,1,D,B
70193268,114,4,C,B
81434776,105,2,C,B
45658532,120,4,A*,C
15798848,106,5,B,C
74088503,105,3,B,C
55021691,105,2,D,B
92695020,98,1,D,E
81532904,103,1,B,B
17298978,115,3,B,A
79980209,105,2,B,B
46680667,96,4,E,U
39817034,95,3,U,E
29466455,99,2,D,E
44240174,105,5,C,D
65061467,116,7,B,C
76034814,91,3,E,U
60211122,101,4,D,D
93256544,105,2,B,B
87620468,86,2,E,D
39986507,96,2,E,E
49168658,97,2,E,E
50831386,96,2,C,E
10602866,106,2,C,B
25352456,102,3,A,A
93134194,98,4,D,E
58710078,108,8,C,D
30109560,120,5,B,C
95457670,120,6,A,C
67254332,85,2,D,U
10841489,110,6,B,A
80702887,102,1,D,D
45099301,106,1,C,D
33151417,100,5,D,C
68149213,105,5,B,D
49055770,106,5,B,B
53535370,98,3,C,U
29216324,95,2,D,E
97502141,100,1,B,B
75986778,106,4,B,D
30899814,110,5,A,A
63163814,113,4,B,B
79464246,99,1,C,E
55417925,107,5,B,C
52986568,114,2,B,B
25977028,116,5,B,A
69318016,103,3,C,C
96032176,102,3,D,B
58997784,106,3,B,C
65014199,93,4,D,C
30322605,102,5,B,B
92482011,111,7,C,C
96086526,110,3,A,C
63455149,101,3,B,D
95865935,106,3,D,B
29803108,96,4,C,C
41759117,111,1,B,C
27549985,103,2,C,D
69168645,101,2,D,D
79144056,100,2,D,C
48684575,103,2,C,D
22496143,100,5,U,B
17354706,111,5,A,C
69480242,100,4,B,C
21621899,120,2,A,B
78177424,119,3,A*,A
60430682,95,1,E,U
25899959,105,2,C,D
38775130,97,3,U,D
25891805,101,5,B,D
90492827,120,1,A,A
63966644,101,5,C,C
65028851,108,2,C,D
95336329,109,5,C,D
58337809,94,3,C,D
82480988,95,6,C,C
37375815,92,2,D,D
45907624,95,3,U,D
63613900,80,3,U,E
48044776,109,2,C,C
65718855,120,4,A*,A
49896630,105,2,D,C
18437165,90,1,D,D
10740415,98,1,A,C
68116117,99,3,E,C
51711250,94,4,C,E
67347723,113,7,C,C
31028206,112,7,C,C
97391838,92,8,A,A
78104082,111,1,B,A
11388793,119,9,A,C
89179672,120,8,A*,A
21676957,120,8,A*,B
82996060,95,1,D,E
46452497,120,5,B,C
33862091,100,4,C,C
72412142,98,3,C,E
42825328,107,3,C,D
63765709,98,4,E,E
74429546,108,2,B,D
22512034,91,2,E,C
84180544,102,5,C,C
74265443,117,5,A,C
19773926,103,3,C,B
76300635,105,3,B,D
75602278,109,5,C,D
18239422,116,1,A*,A
23227217,87,2,E,D
23058109,110,7,C,C
87572565,101,2,C,D
43261500,106,3,B,B
48285606,115,8,A,D
39457193,92,1,D,E
61479358,94,1,U,D
86001165,85,2,E,U
55154588,99,4,D,U
74817757,117,3,B,C
47139616,103,3,B,B
51310559,91,3,D,U
90840528,99,1,E,D
99798693,89,2,U,U
84677666,93,2,D,E
54312813,108,6,U,A
44460339,92,4,C,D
41867694,115,8,D,B
98077669,103,1,D,D
84932405,105,5,C,B
64833924,101,3,C,C
34047645,112,4,C,A
82383229,112,3,A,A
86115489,107,3,B,D
74175580,110,5,B,B
79676017,102,2,D,D
52558769,109,1,D,D
75826699,101,4,B,D
60815687,104,5,D,B
78310365,101,3,D,B
72253385,99,2,D,U
74640982,97,3,C,C
67721959,109,1,B,C
72665766,117,5,B,A
56965926,116,7,B,B
79774698,91,2,C,U
92620627,117,8,B,C
41860306,101,8,D,A
12134337,110,4,C,A
62443399,95,4,E,C
22972192,105,5,B,B
64125582,107,1,C,D
51073408,89,1,D,D
65112001,110,2,A,B
91314490,117,3,B,E
64836012,102,1,D,C
84631768,118,2,A,A
75169513,102,1,D,B
20256981,112,2,B,A
26839278,82,3,U,D
90306029,120,1,A*,A
63313977,119,5,B,A
79124877,101,2,B,B
57327062,84,2,E,E
95473913,107,3,B,C
94581030,90,1,U,C
81110556,108,4,C,B
83429784,108,3,C,B
96772699,95,1,E,D
11616028,115,4,A*,C
66801178,112,7,C,B
34635328,114,6,A,B
96105126,104,4,B,D
20842436,90,3,D,U
67293273,114,4,A,C
53336599,101,1,C,D
55117338,90,2,E,U
73909589,118,3,U,A
37025984,120,5,A,C
18495698,104,1,C,C
33157501,120,2,A,C
50714659,105,3,D,D
67329069,100,1,C,B
41790691,98,5,B,A*
60348830,120,4,A,C
58255511,96,1,E,U
10155578,111,3,B,B
97741006,98,3,C,C
59766892,99,2,D,U
87965106,114,5,A,A
18022097,100,3,D,C
89553378,100,1,D,C
94596317,115,4,A*,A
69879936,120,9,B,A
17550941,110,4,A,B
46670231,97,2,E,D
13797698,99,1,U,D
71461655,105,5,B,C
72102061,107,1,B,B
48521549,94,1,E,E
72122842,111,6,C,B
63376906,105,3,D,C
33794484,87,2,U,D
35049572,95,5,U,D
93515557,99,4,U,U
22166867,103,2,C,B
47492049,120,5,A*,C
81123453,106,3,C,B
79568786,96,4,U,C
49956424,106,5,D,C
37826893,100,2,C,C
52498330,107,3,C,D
95684751,110,1,A,B
10260026,116,7,A*,B
25308951,104,3,C,E
61437162,120,4,A,B
79051249,113,5,B,B
47706142,97,3,E,D
44428412,120,5,A*,B
99681215,107,7,D,A
87622249,96,4,C,E
20508160,120,4,B,B
92409950,120,5,A,C
39603121,104,4,D,C
87617077,99,1,E,C
80132478,102,3,D,D
74474643,111,7,A,A
43090035,117,4,A,C
73326482,110,4,A,C
27435199,105,3,D,C
21225597,119,2,B,C
70032556,101,8,E,A*
63454300,114,7,C,C
51525140,101,5,C,C
29517404,108,3,B,B
68514838,103,2,B,C
16571893,103,3,C,B
16984394,100,2,D,D
85354932,117,4,A*,C
74315150,97,2,U,E
33466225,97,2,U,U
24441826,120,6,A*,C
99565845,114,5,B,A
94853384,80,2,U,U
83313224,98,2,D,U
17612095,86,3,E,E
21121378,94,1,U,D
65193554,80,3,U,D
46252684,103,3,C,B
85091755,93,4,B,U
86016926,105,2,B,B
18384188,88,2,U,D
32509575,105,3,B,C
90720138,100,2,C,C
38056342,119,8,A,C
89144517,118,2,A,C
55236521,112,3,A,B
62092055,101,2,B,C
12237026,120,4,B,B
54796294,88,1,U,U
22289802,90,4,E,C
81860446,103,5,B,D
64918622,120,6,B,B
11341083,102,3,D,C
82963274,102,5,C,D
75234268,90,3,E,D
35227620,113,2,A,C
29437303,114,5,A,C
42213776,112,1,A,C
40522359,98,5,U,C
99302568,97,2,E,D
83150908,91,1,U,D
89945667,105,3,B,D
49779531,93,1,C,C
75873643,92,4,D,D
43693607,100,1,C,B
91697841,99,4,D,U
78144718,99,5,E,A*
60749877,109,7,E,B
56001656,105,4,C,B
28593976,101,5,D,B
47520611,106,3,C,D
87512142,94,1,E,E
66835989,105,2,D,B
13596855,106,3,B,C
65968619,89,3,D,U
23001529,114,1,A,B
69888449,95,4,C,E
90130777,105,5,C,B
89712595,116,1,A*,C
96118481,113,4,A,A
24829909,104,1,B,C
80549439,100,4,B,B
50500358,113,3,C,A
44671981,111,7,A,C
83429020,98,4,D,E
72867591,96,2,C,C
63016139,83,1,U,D
17943299,106,3,U,C
96832824,103,2,C,B
80343602,115,8,B,C
37268747,108,3,D,B
17407661,117,4,A*,A
71918546,97,2,C,U
41095972,115,1,A*,A
40627705,99,3,C,U
87642102,112,1,A,B
51869683,89,1,D,E
10863773,106,1,B,B
94368273,84,2,D,D
98042089,101,2,C,D
14161490,108,3,B,D
69430540,99,1,U,C
41396800,93,1,C,E
32020207,112,1,A,C
17452846,103,2,C,B
73896315,99,2,D,U
29867099,104,5,C,C
73451589,120,2,B,C
77644268,116,8,A*,A
76827455,116,8,A*,C
72333815,108,5,B,D
26770954,106,2,C,D
80630831,80,3,U,D
86430570,97,4,U,E
97135281,99,2,C,E
57990062,85,2,D,D
67104654,92,1,E,D
85306326,84,1,D,D
51403535,104,4,D,B
10736990,112,7,B,A
76727168,115,4,D,C
80632239,108,2,D,C
40223806,94,2,U,D
19609896,85,2,U,U
67369118,86,3,D,U
61621753,91,3,D,E
80308290,95,2,D,U
55318608,102,3,D,B
72433539,94,1,D,U
93969398,107,3,C,B
55327268,102,1,B,D
73858954,104,5,C,D
53579373,115,3,B,C
82990942,92,1,D,E
50679537,108,1,A,U
61179514,104,5,B,D
58741938,101,5,D,B
73651949,113,3,B,B
26597031,113,2,A,C
91091314,95,1,C,D
26671401,102,2,C,C
59239356,107,4,D,D
79830418,101,8,C,A
11664621,110,7,A,A
22922395,107,1,C,B
65923739,120,8,A,B
11121204,89,3,U,U
90580745,103,3,C,C
33554975,95,2,E,E
89035839,110,6,C,C
88530858,88,2,U,D
71713767,107,3,C,C
45036854,98,1,E,U
87000432,97,2,E,U
37896383,90,3,B,A
30606940,99,4,U,U
13261765,115,4,B,B
63764360,104,5,D,E
51923263,110,1,B,A
64761131,120,6,A,B
17859056,107,1,B,B
31958242,98,4,C,D
69644963,109,3,D,D
71903408,99,2,U,U
75560677,99,3,E,E
37067579,89,3,U,U
58905887,113,1,A,B
76188040,100,4,B,B
83316883,106,1,D,D
71825433,94,2,E,C
54879274,108,1,C,C
86694046,96,4,E,U
42457200,103,4,C,D
99248423,113,4,U,U
36542337,112,7,U,U
35920764,104,1,B,D
25026919,86,3,E,E
19847596,120,4,E,C
60174239,120,3,A*,C
69881021,111,7,A,C
87571631,96,2,D,C
71958085,103,4,B,D
67062830,99,1,E,C
34096575,117,6,B,C
75225885,107,3,D,C
30636958,96,2,U,D
70607752,99,4,D,D
40984248,115,3,A*,B
21553088,120,4,B,A
40872656,119,2,B,A
54906564,112,7,C,C
95336421,101,3,B,D
22606184,80,2,D,D
21544536,107,2,B,B
50543261,104,1,B,C
26427613,105,1,C,B
53772786,105,3,D,C
37891977,91,2,C,E
33181884,110,7,A,C
98301914,110,1,A,A
63546396,111,3,B,B
40391515,113,4,A,C
57270257,110,5,B,C
33363498,100,3,D,C
75478731,103,3,D,B
92220630,105,3,C,D
25262749,105,3,C,B
32092201,114,6,A,B
15801337,110,1,C,A
26621229,120,5,A*,A
47812722,120,7,C,A*
61582430,105,4,D,D
37600613,80,2,D,D
18437264,116,1,A*,B
35293290,99,1,C,E
21589003,96,4,U,D
45615209,100,5,U,C
76598161,100,3,C,B
12579708,110,7,B,C
77411832,88,2,D,D
41932565,93,1,D,C
29764321,107,3,A,C
59341198,110,2,A,B
63441406,110,4,A,C
64747564,96,2,E,U
26142006,94,4,C,U
37595573,99,4,E,E
61094214,106,1,C,B
35685400,119,1,A,C
17559035,84,1,E,E
35005655,102,3,B,D
27402098,91,2,D,C
72630241,87,1,D,U
76880716,114,2,A,B
61819176,109,2,D,C
64090539,108,4,D,B
62111013,113,4,A,B
33085139,99,1,C,U
30737595,100,2,B,D
36400228,120,4,E,E
14902565,102,1,C,C
26597794,111,6,U,A*
23291494,104,8,E,B
15731142,86,3,E,E
68064611,84,2,E,D
83990083,98,4,E,E
16088159,115,3,A,B
71281183,112,6,B,B
28122146,113,4,B,B
89571823,94,1,U,D
90669531,120,7,D,A
96436533,94,2,D,E
80776687,106,3,C,B
34024141,104,1,C,C
79766342,102,5,B,D
17220702,117,4,A*,C
13125357,97,4,U,U
61175807,91,1,D,B
22180513,104,4,C,B
59988820,100,4,D,B
75647697,120,2,B,B
75716012,111,4,C,B
53331429,100,3,C,D
25013475,93,1,U,C
67599705,85,2,U,D
85499552,94,4,E,D
45025215,105,4,U,E
81533759,118,2,B,A
46000007,115,4,B,C
58342042,106,2,B,D
31958930,101,4,D,C
75466676,107,5,E,C
60478769,99,2,D,C
60248972,120,6,B,A
31003109,102,5,A,A*
32593491,103,3,B,C
52041578,82,1,E,D
75637004,102,2,B,B
36581020,112,1,A,C
69531230,93,2,C,U
26007582,96,3,E,D
54117075,112,4,C,A
15987458,89,3,D,U
57162569,115,2,A*,C
50508090,99,4,U,E
70535076,100,2,C,C
21559935,93,1,U,E
21138768,108,1,D,C
74883675,120,6,B,A
21827350,112,6,B,B
14936480,95,1,U,D
54329004,115,4,A*,A
99851902,101,1,D,D
33510989,118,9,B,A
39670774,112,2,B,A
64181645,80,1,U,E
80620332,94,2,D,C
56286602,113,2,B,C
70175841,106,2,D,D
48332813,94,4,D,C
29981539,98,4,C,U
96665397,85,1,D,D
38169780,103,5,D,B
46296131,120,6,A,B
11006653,112,3,A,C
84518582,120,5,A*,C
81330623,113,5,B,C
45771941,114,7,A,C
69786250,120,6,A,A
19533295,108,5,C,B
62530713,102,3,D,B
50554012,114,1,A,A
58180859,119,7,B,A
33492942,99,4,C,D
71045918,97,3,C,C
56150902,105,2,D,B
44857649,112,5,C,A
22539802,112,4,B,B
43413650,90,1,D,E
27907308,120,1,A*,B
24655756,98,1,E,U
44583281,101,2,B,D
98363103,95,1,E,U
21407394,120,4,B,A
41383795,106,5,C,B
39402034,95,2,D,U
19761758,113,1,C,A
20470016,112,2,C,A
80272958,102,2,D,D
89673213,112,7,B,A
37052404,96,4,D,D
72226014,99,1,E,D
51341232,84,2,U,D
47533274,91,4,D,U
46399714,120,5,A,B
79830376,120,8,A*,B
46424948,105,4,B,C
49598827,120,3,A*,A
41075243,102,3,D,D
99900735,102,1,C,B
32852341,105,2,C,B
57574349,103,5,B,B
52007844,102,4,B,B
79993095,115,5,B,A*
14749855,106,5,C,C
17170669,111,3,A,B
52039644,114,5,A,A
37748865,108,3,C,D
65534454,94,3,E,D
28385577,90,4,E,U
13952041,105,5,B,C
12115050,102,4,D,B
42513936,105,4,D,D
60337304,104,5,D,B
66292904,120,2,A*,A
47570123,91,4,D,D
37481202,84,1,D,U
60373610,107,3,D,C
38851564,100,1,D,D
70301244,107,3,D,B
93439664,110,7,B,B
38858486,117,8,A*,B
75565180,89,2,U,U
40722527,98,4,E,E
17033952,108,4,B,D
98791804,112,7,B,E
27424759,120,3,A,A
85079820,114,5,C,A
89517804,103,5,B,B
84020840,95,1,C,D
91859906,98,3,C,E
43453431,98,3,D,E
98863064,111,2,B,C
41049518,107,4,D,C
97735081,91,2,A,D
78575102,100,1,B,D
50256238,113,4,A,C
43790788,108,4,C,D
76432309,110,5,A,A
89929422,108,4,D,D
30816683,120,4,B,C
26188160,106,3,B,C
73376990,100,2,D,B
44199348,95,3,U,U
47037237,106,2,C,C
85874084,80,2,U,U
63414175,102,3,C,C
17681730,102,5,C,B
25716736,90,8,C,B
75159778,95,1,C,D
55139352,112,1,B,A
70689054,106,2,B,C
13169199,105,2,B,D
89873395,107,1,C,B
96734690,105,4,B,D
96353178,116,5,A*,B
28737728,105,5,B,D
95232778,89,2,U,D
62683027,120,5,A*,B
70603558,108,3,D,B
79290602,98,4,D,U
73383979,91,1,U,D
97488891,108,1,C,C
51454973,103,3,C,D
26735046,120,5,U,A*
80122144,101,4,B,B
36890599,96,3,C,U
25577791,113,2,B,C
55268402,113,5,A,B
86598407,106,3,B,B
58992861,111,3,B,C
42479608,104,3,D,C
14402820,106,4,D,D
70855506,116,2,A,C
12946044,110,1,B,B
23129733,102,4,D,D
18117425,118,9,A*,A
31088719,80,1,D,U
51213822,120,4,B,C
18424492,87,1,U,U
19972327,98,2,E,D
33433857,104,1,C,C
54826454,103,7,B,D
17835950,114,1,B,A
75688000,93,1,E,E
29957125,107,4,C,C
61900863,98,2,E,C
90201449,107,6,C,C
60767548,103,4,D,B
61417009,105,5,D,D
87464960,99,1,C,C
39312089,99,2,E,U
70855176,107,4,B,B
20465414,113,4,D,E
67684423,98,3,D,U
23836258,95,1,C,E
68037029,110,6,B,A
46043660,104,4,C,C
86450072,112,2,B,B
21676454,95,4,E,C
19734992,86,2,E,D
34220272,99,3,U,C
86768378,96,4,C,C
87869351,103,2,C,C
71578599,98,2,E,E
89932366,111,1,C,C
14496681,101,3,D,C
15628772,106,4,B,D
50839407,106,1,C,C
13763622,106,3,D,D
27860497,104,4,D,B
24257633,109,3,D,D
54587723,96,2,U,C
33096175,118,1,A*,A
24867749,102,3,B,B
25554574,91,1,E,E
71053436,106,5,D,C
87636550,95,2,U,C
46299969,111,1,B,B
52932179,120,4,A,B
15949031,96,3,U,C
76042379,107,4,B,C
43546761,86,2,D,D
80873105,109,3,D,B
17871126,95,4,U,U
55743289,98,4,D,C
30987107,93,3,C,E
14216783,111,3,C,A
68805007,114,3,B,A
89543516,104,2,D,D
15316870,95,1,U,E
23196385,120,7,B,B
82841351,96,3,D,U
85472073,82,1,D,D
14310288,109,4,B,D
28207784,93,4,E,C
74933220,114,5,A,B
44433248,100,4,C,C
31684918,110,5,B,C
46772380,118,4,B,C
84852653,92,2,U,U
68289637,98,1,U,U
98834245,103,2,B,C
88747959,119,6,B,B
60625367,97,4,C,C
39596462,98,1,U,E
11229683,109,1,C,C
15627716,98,1,C,D
58114790,106,3,C,B
73869021,88,1,U,D
55633130,120,6,B,B
99340719,91,3,E,C
76625583,101,2,D,B
49971007,104,1,C,D
56279486,120,6,A*,A
76714612,91,4,E,E
20716740,120,5,B,B
98701480,112,6,C,A
14750755,108,5,D,B
40022494,94,1,E,C
18741331,110,6,A,A
95852861,97,4,D,C
28683017,117,1,A*,B
72358957,94,3,E,E
21089219,103,4,C,B
59518046,98,2,C,C
61822340,94,2,D,D
74820512,111,4,A,B
89883716,109,1,D,C
28064972,116,3,A*,A
17245333,86,1,D,D
48421235,115,9,B,C
48159909,120,4,E,E
32645076,99,2,C,E
53092707,120,1,A*,C
64253450,101,1,C,D
32022872,90,3,E,U
90907599,101,3,C,C
20081593,114,4,A,B
33849331,96,2,D,C
62749614,98,3,U,D
72902008,110,3,C,B
85050477,104,5,B,C
69727832,110,4,B,A
20573602,106,4,C,C
68651613,109,8,C,A*
31152671,100,5,D,C
94226795,106,4,D,C
64582141,95,1,U,U
78399855,117,2,D,A
63180096,98,2,U,D
67726844,115,2,A,C
22304920,102,2,D,B
69424012,106,4,D,B
48871186,99,3,U,U
45787561,94,3,D,U
24730904,87,2,E,U
22766454,93,4,E,E
46783820,101,4,D,B
48439419,106,4,C,D
79648661,114,6,C,C
29860502,100,2,B,B
92289012,95,4,C,D
19322264,90,2,E,U
65122311,109,7,C,C
72899022,118,6,B,C
84707618,117,8,B,B
16033014,111,3,C,C
88906146,110,2,A,E
76506380,120,2,A,B
32361600,107,1,C,U
95927203,110,5,B,C
15986571,101,1,C,C
84890759,90,3,D,D
59902760,97,2,C,U
96511602,104,4,E,E
28446280,105,4,D,D
15958405,120,7,A,A
28969058,105,3,C,D
36877761,116,7,E,B
99416668,100,5,D,C
48437832,101,1,C,C
36768265,91,1,C,D
90530978,97,3,D,E
38524509,109,5,C,C
10422563,104,2,D,C
88451749,113,6,B,B
34710617,106,1,C,C
65508002,100,5,B,D
50962073,120,9,A*,A
43449818,103,3,C,C
52384539,116,5,B,A
73773320,100,1,D,B
33496968,111,4,A,B
60291809,113,4,A,C
52015363,106,2,B,D
12347367,80,2,E,D
55232223,104,4,C,C
94918008,116,7,A,C
18993649,109,2,B,C
11103600,108,2,B,D
68888793,87,4,D,A
70909937,97,1,C,U
12839047,108,2,B,C
76438591,108,2,D,B
19806094,116,8,A*,C
79695719,103,1,C,D
75209711,108,5,B,C
48559743,104,3,C,C
49973957,94,3,C,U
55602125,81,1,U,U
56078349,108,4,D,D
88616518,106,5,B,D
70530868,98,1,C,D
48887040,88,2,U,E
93301117,110,1,B,C
11423603,101,3,C,C
41658139,110,2,A,A
45565036,120,3,B,A
88418463,83,2,D,E
15877779,97,3,U,D
10145102,102,2,C,B
99804879,119,2,A,A
17902869,88,3,U,D
58943319,120,3,A*,A
42112888,105,5,B,C
75057467,103,4,B,B
64576943,102,1,D,D
16600542,100,2,B,B
42573061,114,6,C,C
50169796,93,3,U,E
14065962,107,3,C,D
71921644,100,3,B,C
40910688,96,3,D,U
59366894,120,9,A,B
27040519,108,1,D,D
27805321,110,2,C,B
81531869,115,1,A*,B
80833200,90,4,C,C
87621650,120,2,A,C
56370021,80,2,E,U
16992619,96,3,E,D
53037324,99,2,D,E
97948467,110,1,A,A
13870216,106,5,C,C
17008609,102,4,C,B
39726678,104,3,B,B
22709203,94,4,U,U
73106407,89,3,U,E
53288267,111,5,B,C
14694171,111,4,B,A
73004084,120,6,A,B
21052475,96,3,D,E
26480366,111,5,C,A
83989080,101,6,B,U
22332895,116,2,E,U
77985252,114,7,A,C
21899901,106,4,B,D
78965586,101,4,C,B
97398976,114,2,C,C
65487892,110,5,A,A
44178469,97,1,U,E
70896125,91,1,U,U
57256277,101,1,D,D
